Date,Description,Debit,Credit,Balance
13-Nov-20,Tax,0,84.6,253.8
14-Nov-20,Transfer,0,36.26,217.54
14-Nov-20,NEFT,0,24.17,193.37
14-Nov-20,Bill,"6,674.50",0,"6,867.87"
14-Nov-20,Debit Card,0,"1,373.57","5,494.30"
14-Nov-20,Cheque,"34,896.00",0,"40,390.30"
14-Nov-20,Debit Card,7.3,0,"40,397.60"
14-Nov-20,Miscellaneous,0,"6,732.93","33,664.67"
14-Nov-20,Purchase,0,"3,740.52","29,924.15"
14-Nov-20,Miscellaneous,344,0,"30,268.15"
14-Nov-20,ATM,"1,234,562.20",0,"1,264,830.35"
14-Nov-20,Transfer,0,"421,610.12","843,220.23"
14-Nov-20,Interest,0.8,0,"843,221.03"
14-Nov-20,Bill,0,"84,322.10","758,898.93"
15-Nov-20,Transfer,"3,791.60",0,"762,690.53"
15-Nov-20,NEFT,0,"108,955.79","653,734.74"
15-Nov-20,RTGS,0,"108,955.79","544,778.95"
15-Nov-20,Cash,"17,169.00",0,"561,947.95"
15-Nov-20,Purchase,"724,968.20",0,"1,286,916.15"
15-Nov-20,Cash,34,0,"1,286,950.15"
15-Nov-20,RTGS,0,"1,286,950.15",0
16-Nov-20,Interest,"3,798.08",0,"3,798.08"
16-Nov-20,Interest,107.41,0,"3,905.49"
17-Nov-20,Interest,0,488.19,"3,417.30"
17-Nov-20,Miscellaneous,0,341.73,"3,075.57"
17-Nov-20,NEFT,0,512.6,"2,562.98"
17-Nov-20,Bill,"7,119.20",0,"9,682.18"
17-Nov-20,Reversal,"22,716.00",0,"32,398.18"
17-Nov-20,IMPS,"328,107.80",0,"360,505.98"
17-Nov-20,Miscellaneous,"30,587.00",0,"391,092.98"
17-Nov-20,ATM,0,"39,109.30","351,983.68"
17-Nov-20,ATM,0,"70,396.74","281,586.94"
17-Nov-20,Purchase,0,"56,317.39","225,269.55"
17-Nov-20,Interest,0,"56,317.39","168,952.16"
17-Nov-20,Interest,0,"28,158.69","140,793.47"
17-Nov-20,Cheque,"1,400,694.00",0,"1,541,487.47"
17-Nov-20,Bill,"2,921.00",0,"1,544,408.47"
17-Nov-20,Transfer,"61,946.90",0,"1,606,355.37"
17-Nov-20,RTGS,"11,949.40",0,"1,618,304.77"
17-Nov-20,Interest,0.32,0,"1,618,305.09"
17-Nov-20,Debit Card,0,"179,811.68","1,438,493.41"
17-Nov-20,ATM,0,"179,811.68","1,258,681.73"
17-Nov-20,Tax,6.46,0,"1,258,688.19"
17-Nov-20,Purchase,0,"179,812.60","1,078,875.59"
17-Nov-20,Commission,"4,496.90",0,"1,083,372.49"
17-Nov-20,Transfer,"10,365.70",0,"1,093,738.19"
17-Nov-20,Commission,0,"156,248.31","937,489.88"
17-Nov-20,Interest,0,"187,497.98","749,991.90"
17-Nov-20,Reversal,0,"149,998.38","599,993.52"
17-Nov-20,Cash,"3,836.30",0,"603,829.82"
17-Nov-20,Cash,0,"86,261.40","517,568.42"
17-Nov-20,Cash,7.7,0,"517,576.12"
17-Nov-20,Tax,0,"258,788.06","258,788.06"
17-Nov-20,NEFT,0,"25,878.81","232,909.25"
17-Nov-20,Reversal,30.1,0,"232,939.35"
17-Nov-20,Interest,"2,671.53",0,"235,610.88"
17-Nov-20,Debit Card,0,"58,902.72","176,708.16"
17-Nov-20,Debit Card,1.54,0,"176,709.70"
17-Nov-20,Cheque,0,"44,177.43","132,532.28"
17-Nov-20,Reversal,0,"33,133.07","99,399.21"
17-Nov-20,ATM,"2,600.00",0,"101,999.21"
17-Nov-20,NEFT,62.7,0,"102,061.91"
17-Nov-20,RTGS,0,"20,412.38","81,649.53"
17-Nov-20,Interest,0,"8,164.95","73,484.58"
17-Nov-20,Purchase,2.01,0,"73,486.59"
17-Nov-20,Bill,1.17,0,"73,487.76"
17-Nov-20,Cheque,"151,705.50",0,"225,193.26"
17-Nov-20,Cash,0,"28,149.16","197,044.10"
17-Nov-20,Interest,"1,796,809.75",0,"1,993,853.85"
17-Nov-20,Reversal,"1,623,344.00",0,"3,617,197.85"
17-Nov-20,Tax,0,"516,742.55","3,100,455.30"
17-Nov-20,Tax,0,"310,045.53","2,790,409.77"
17-Nov-20,Cheque,0,"279,040.98","2,511,368.79"
17-Nov-20,NEFT,5.2,0,"2,511,373.99"
17-Nov-20,ATM,36,0,"2,511,409.99"
17-Nov-20,Tax,"652,100.00",0,"3,163,509.99"
17-Nov-20,Interest,0,"1,054,503.33","2,109,006.66"
17-Nov-20,Transfer,49,0,"2,109,055.66"
17-Nov-20,Interest,"569,109.00",0,"2,678,164.66"
17-Nov-20,Cheque,0,"535,632.93","2,142,531.73"
18-Nov-20,Interest,229.8,0,"2,142,761.53"
18-Nov-20,Commission,417.31,0,"2,143,178.84"
18-Nov-20,Cash,0,"357,196.47","1,785,982.37"
18-Nov-20,Interest,27,0,"1,786,009.37"
18-Nov-20,Miscellaneous,"2,019.00",0,"1,788,028.37"
18-Nov-20,Cheque,44,0,"1,788,072.37"
18-Nov-20,IMPS,0,"178,807.24","1,609,265.13"
18-Nov-20,IMPS,0,"402,316.28","1,206,948.85"
18-Nov-20,Transfer,81,0,"1,207,029.85"
18-Nov-20,Cheque,"2,080,854.50",0,"3,287,884.35"
18-Nov-20,Reversal,0,"1,095,961.45","2,191,922.90"
18-Nov-20,Commission,0,"273,990.36","1,917,932.54"
18-Nov-20,Cash,"1,165,275.75",0,"3,083,208.29"
18-Nov-20,Bill,0,"513,868.05","2,569,340.24"
18-Nov-20,ATM,"9,435.50",0,"2,578,775.74"
18-Nov-20,Purchase,"186,395.00",0,"2,765,170.74"
18-Nov-20,RTGS,0,"395,024.39","2,370,146.35"
18-Nov-20,NEFT,403.6,0,"2,370,549.95"
18-Nov-20,Transfer,0,"395,091.66","1,975,458.29"
18-Nov-20,IMPS,"8,500.59",0,"1,983,958.88"
18-Nov-20,Cash,5.04,0,"1,983,963.92"
18-Nov-20,IMPS,0,"396,792.78","1,587,171.14"
18-Nov-20,Purchase,"893,575.25",0,"2,480,746.39"
18-Nov-20,Bill,0,"1,240,373.20","1,240,373.20"
18-Nov-20,Cheque,0,"177,196.17","1,063,177.03"
18-Nov-20,Commission,0,"1,063,177.03",0
18-Nov-20,Purchase,4,0,4
18-Nov-20,Cheque,0,4,0
18-Nov-20,Cash,85.2,0,85.2
18-Nov-20,Cash,5.8,0,91
18-Nov-20,Purchase,298.54,0,389.54
18-Nov-20,Transfer,"689,671.00",0,"690,060.54"
18-Nov-20,Reversal,0,"172,515.14","517,545.40"
18-Nov-20,Cash,"238,379.00",0,"755,924.40"
18-Nov-20,Cash,"2,938.00",0,"758,862.40"
18-Nov-20,Transfer,324.6,0,"759,187.00"
18-Nov-20,Debit Card,0,"84,354.11","674,832.89"
18-Nov-20,Transfer,0,"674,832.89",0
18-Nov-20,Commission,"1,108.70",0,"1,108.70"
19-Nov-20,IMPS,5,0,"1,113.70"
19-Nov-20,IMPS,0,"1,113.70",0
19-Nov-20,Reversal,"1,457,838.00",0,"1,457,838.00"
19-Nov-20,Commission,0,"208,262.57","1,249,575.43"
19-Nov-20,Cash,38.3,0,"1,249,613.73"
19-Nov-20,Tax,0,"178,516.25","1,071,097.48"
19-Nov-20,Tax,"10,275.10",0,"1,081,372.58"
19-Nov-20,ATM,2,0,"1,081,374.58"
19-Nov-20,Cash,"127,422.38",0,"1,208,796.96"
19-Nov-20,Cheque,0,"402,932.32","805,864.64"
19-Nov-20,RTGS,0,"805,864.64",0
19-Nov-20,ATM,1.44,0,1.44
19-Nov-20,Tax,0,0.16,1.28
19-Nov-20,NEFT,0,0.16,1.12
19-Nov-20,NEFT,"40,188.00",0,"40,189.12"
19-Nov-20,Commission,4.28,0,"40,193.40"
19-Nov-20,NEFT,0,"13,397.80","26,795.60"
19-Nov-20,Reversal,0,"2,977.29","23,818.31"
19-Nov-20,Bill,0,"2,977.29","20,841.02"
19-Nov-20,IMPS,44.44,0,"20,885.46"
19-Nov-20,Purchase,0,"2,983.64","17,901.82"
19-Nov-20,RTGS,0,"2,557.40","15,344.42"
19-Nov-20,Reversal,0,"15,344.42",0
19-Nov-20,Reversal,"12,585.08",0,"12,585.08"
19-Nov-20,Cash,"29,631.50",0,"42,216.58"
19-Nov-20,Cheque,488.3,0,"42,704.88"
19-Nov-20,Miscellaneous,"3,970.84",0,"46,675.72"
19-Nov-20,Cheque,"14,920.00",0,"61,595.72"
19-Nov-20,Cheque,0,"15,398.93","46,196.79"
19-Nov-20,Miscellaneous,0,"4,619.68","41,577.11"
19-Nov-20,Tax,0,"5,939.59","35,637.52"
19-Nov-20,Cheque,"1,274.00",0,"36,911.52"
19-Nov-20,IMPS,0,"9,227.88","27,683.64"
19-Nov-20,Reversal,"207,263.00",0,"234,946.64"
19-Nov-20,IMPS,0,"234,946.64",0
19-Nov-20,Bill,19.55,0,19.55
19-Nov-20,Cash,41,0,60.55
19-Nov-20,Interest,46.36,0,106.91
19-Nov-20,NEFT,0,53.46,53.46
19-Nov-20,Debit Card,0,53.46,0
19-Nov-20,Transfer,"243,065.38",0,"243,065.38"
19-Nov-20,Transfer,500.48,0,"243,565.86"
19-Nov-20,Cheque,0,"40,594.31","202,971.55"
19-Nov-20,RTGS,0,"67,657.18","135,314.37"
19-Nov-20,Cheque,0,"27,062.87","108,251.50"
19-Nov-20,Debit Card,"17,602.00",0,"125,853.50"
19-Nov-20,Cash,0,"25,170.70","100,682.80"
19-Nov-20,ATM,0,"14,383.26","86,299.54"
19-Nov-20,Cash,91.7,0,"86,391.24"
19-Nov-20,IMPS,3,0,"86,394.24"
20-Nov-20,Cash,0,"17,278.85","69,115.39"
20-Nov-20,IMPS,0,"9,873.63","59,241.76"
20-Nov-20,Commission,"27,367.00",0,"86,608.76"
20-Nov-20,Tax,"974,999.80",0,"1,061,608.56"
20-Nov-20,ATM,0,"265,402.14","796,206.42"
20-Nov-20,Bill,"1,738.00",0,"797,944.42"
21-Nov-20,Miscellaneous,0,"88,660.49","709,283.93"
21-Nov-20,Transfer,0,"70,928.39","638,355.54"
21-Nov-20,ATM,0,"79,794.44","558,561.10"
21-Nov-20,Debit Card,0,"279,280.55","279,280.55"
21-Nov-20,Bill,2.8,0,"279,283.35"
21-Nov-20,Cheque,0,"39,897.62","239,385.73"
21-Nov-20,Reversal,0,"47,877.15","191,508.58"
21-Nov-20,Reversal,"1,632,387.20",0,"1,823,895.78"
21-Nov-20,NEFT,0,"911,947.89","911,947.89"
21-Nov-20,IMPS,0,"455,973.95","455,973.94"
21-Nov-20,ATM,"1,700,702.50",0,"2,156,676.44"
21-Nov-20,Cheque,0,0,"2,156,676.44"
21-Nov-20,Bill,0,"308,096.63","1,848,579.81"
21-Nov-20,IMPS,"15,477.00",0,"1,864,056.81"
21-Nov-20,Transfer,0,"266,293.83","1,597,762.98"
21-Nov-20,Reversal,0,"266,293.83","1,331,469.15"
21-Nov-20,Debit Card,0,"665,734.58","665,734.57"
21-Nov-20,Debit Card,0,"133,146.91","532,587.66"
21-Nov-20,Tax,133.7,0,"532,721.36"
21-Nov-20,Bill,0,"76,103.05","456,618.31"
21-Nov-20,Cash,0,"76,103.05","380,515.26"
21-Nov-20,Commission,0,"126,838.42","253,676.84"
21-Nov-20,Cash,138.7,0,"253,815.54"
21-Nov-20,Bill,0,"36,259.36","217,556.18"
21-Nov-20,Interest,"142,187.10",0,"359,743.28"
21-Nov-20,Cheque,0,"44,967.91","314,775.37"
21-Nov-20,Transfer,"3,897.00",0,"318,672.37"
21-Nov-20,Cash,"1,247,762.25",0,"1,566,434.62"
21-Nov-20,Tax,0,"391,608.66","1,174,825.97"
21-Nov-20,Reversal,"89,205.97",0,"1,264,031.94"
21-Nov-20,Debit Card,0,"158,003.99","1,106,027.95"
21-Nov-20,Cash,0,"221,205.59","884,822.36"
21-Nov-20,Cash,0,"884,822.36",0
21-Nov-20,RTGS,0.83,0,0.83
21-Nov-20,Reversal,7.9,0,8.73
21-Nov-20,RTGS,0,0.97,7.76
21-Nov-20,Cash,0,1.94,5.82
21-Nov-20,IMPS,0,0.97,4.85
22-Nov-20,Cash,476.76,0,481.61
22-Nov-20,Miscellaneous,"13,840.43",0,"14,322.04"
22-Nov-20,Interest,0,"1,790.26","12,531.78"
22-Nov-20,Bill,0,"1,392.42","11,139.36"
22-Nov-20,ATM,"2,964.86",0,"14,104.22"
22-Nov-20,Miscellaneous,0,"2,820.84","11,283.38"
22-Nov-20,Commission,2,0,"11,285.38"
23-Nov-20,NEFT,"1,389,628.00",0,"1,400,913.38"
23-Nov-20,Commission,0,"200,130.48","1,200,782.90"
23-Nov-20,Transfer,0,"300,195.73","900,587.18"
23-Nov-20,Bill,"30,845.90",0,"931,433.08"
23-Nov-20,Debit Card,3.8,0,"931,436.88"
23-Nov-20,Debit Card,0,"116,429.61","815,007.27"
23-Nov-20,NEFT,"233,784.50",0,"1,048,791.77"
23-Nov-20,IMPS,0,"1,048,791.77",0
23-Nov-20,Reversal,769,0,769
23-Nov-20,Debit Card,0,256.33,512.67
23-Nov-20,Bill,0,256.34,256.33
23-Nov-20,Cheque,1,0,257.33
23-Nov-20,Miscellaneous,0,25.73,231.6
23-Nov-20,Debit Card,"254,844.00",0,"255,075.60"
23-Nov-20,ATM,"191,445.28",0,"446,520.88"
23-Nov-20,Commission,0,"49,613.43","396,907.45"
23-Nov-20,Tax,16.92,0,"396,924.37"
23-Nov-20,Cash,0,"198,462.19","198,462.18"
23-Nov-20,Debit Card,"466,701.00",0,"665,163.18"
23-Nov-20,RTGS,0,"332,581.59","332,581.59"
23-Nov-20,ATM,0,"166,290.80","166,290.80"
23-Nov-20,Commission,227.67,0,"166,518.47"
23-Nov-20,Tax,0,"18,502.05","148,016.42"
23-Nov-20,Debit Card,1,0,"148,017.42"
23-Nov-20,RTGS,"12,799.21",0,"160,816.63"
23-Nov-20,Miscellaneous,0,"160,816.63",0
23-Nov-20,Cheque,508,0,508
23-Nov-20,Purchase,0,508,0
23-Nov-20,NEFT,"158,312.09",0,"158,312.09"
23-Nov-20,Cheque,4.32,0,"158,316.41"
23-Nov-20,Reversal,0,"31,663.28","126,653.13"
23-Nov-20,Bill,"1,802.45",0,"128,455.58"
23-Nov-20,ATM,"11,882.50",0,"140,338.08"
23-Nov-20,NEFT,0,"14,033.81","126,304.27"
23-Nov-20,IMPS,15.58,0,"126,319.85"
23-Nov-20,Transfer,0,0,"126,319.85"
23-Nov-20,Interest,0,"15,789.98","110,529.87"
23-Nov-20,ATM,0,"12,281.10","98,248.77"
23-Nov-20,NEFT,"230,283.50",0,"328,532.27"
23-Nov-20,Tax,0,"41,066.53","287,465.74"
23-Nov-20,ATM,2,0,"287,467.74"
23-Nov-20,ATM,"4,149.00",0,"291,616.74"
23-Nov-20,Transfer,504.53,0,"292,121.27"
23-Nov-20,Cheque,5.7,0,"292,126.97"
23-Nov-20,Bill,0,"48,687.83","243,439.14"
23-Nov-20,RTGS,2.17,0,"243,441.31"
23-Nov-20,Purchase,0,"30,430.16","213,011.15"
23-Nov-20,Transfer,0,"71,003.72","142,007.43"
23-Nov-20,Miscellaneous,0,"47,335.81","94,671.62"
23-Nov-20,Commission,"78,550.00",0,"173,221.62"
23-Nov-20,Cash,0,"34,644.32","138,577.30"
23-Nov-20,Transfer,"234,727.90",0,"373,305.20"
23-Nov-20,Miscellaneous,0,"41,478.36","331,826.84"
23-Nov-20,Tax,7,0,"331,833.84"
23-Nov-20,Bill,0,"33,183.38","298,650.46"
23-Nov-20,Tax,"834,506.00",0,"1,133,156.46"
23-Nov-20,ATM,"1,139.60",0,"1,134,296.06"
23-Nov-20,IMPS,0,"226,859.21","907,436.85"
23-Nov-20,Transfer,"504,651.20",0,"1,412,088.05"
24-Nov-20,RTGS,"2,472.98",0,"1,414,561.03"
24-Nov-20,Debit Card,15,0,"1,414,576.03"
24-Nov-20,Bill,39.2,0,"1,414,615.23"
24-Nov-20,Interest,"189,201.78",0,"1,603,817.01"
24-Nov-20,Reversal,6.21,0,"1,603,823.22"
24-Nov-20,Transfer,2.96,0,"1,603,826.18"
24-Nov-20,NEFT,1.8,0,"1,603,827.98"
24-Nov-20,Interest,0,"1,603,827.98",0
24-Nov-20,NEFT,67.2,0,67.2
24-Nov-20,Commission,0,33.6,33.6
24-Nov-20,Purchase,0,8.4,25.2
24-Nov-20,IMPS,0,6.3,18.9
24-Nov-20,Cheque,0,4.73,14.18
24-Nov-20,Purchase,0,2.84,11.34
24-Nov-20,Purchase,45,0,56.34
24-Nov-20,Bill,0,6.26,50.08
24-Nov-20,Purchase,0,50.08,0
24-Nov-20,Reversal,"11,765.57",0,"11,765.57"
24-Nov-20,Reversal,5,0,"11,770.57"
24-Nov-20,Cheque,0,"2,354.11","9,416.46"
24-Nov-20,Transfer,129.8,0,"9,546.26"
24-Nov-20,Cash,0,"1,060.70","8,485.56"
24-Nov-20,Cheque,0,"2,121.39","6,364.17"
24-Nov-20,Transfer,0,636.42,"5,727.75"
24-Nov-20,Tax,0,"5,727.75",0
24-Nov-20,RTGS,"9,381.34",0,"9,381.34"
24-Nov-20,ATM,"1,901.06",0,"11,282.40"
24-Nov-20,Miscellaneous,0,"1,128.24","10,154.16"
24-Nov-20,Interest,"3,845.32",0,"13,999.48"
24-Nov-20,IMPS,0,"6,999.74","6,999.74"
24-Nov-20,ATM,55,0,"7,054.74"
24-Nov-20,RTGS,7.32,0,"7,062.06"
24-Nov-20,ATM,0,"1,765.52","5,296.54"
24-Nov-20,Miscellaneous,"123,886.00",0,"129,182.54"
24-Nov-20,Purchase,452,0,"129,634.54"
24-Nov-20,ATM,0.02,0,"129,634.56"
24-Nov-20,IMPS,"2,042.00",0,"131,676.56"
24-Nov-20,IMPS,0,"32,919.14","98,757.42"
24-Nov-20,RTGS,"8,019.40",0,"106,776.82"
24-Nov-20,Commission,"1,743.00",0,"108,519.82"
24-Nov-20,Transfer,0,"108,519.82",0
24-Nov-20,Transfer,"7,985.00",0,"7,985.00"
24-Nov-20,Miscellaneous,424.79,0,"8,409.79"
24-Nov-20,ATM,499.6,0,"8,909.39"
25-Nov-20,Cash,35,0,"8,944.39"
25-Nov-20,Bill,0,"1,277.77","7,666.62"
25-Nov-20,Interest,"188,925.94",0,"196,592.56"
25-Nov-20,Debit Card,0,"32,765.43","163,827.13"
25-Nov-20,NEFT,0,"18,203.01","145,624.12"
25-Nov-20,RTGS,0,"72,812.06","72,812.06"
25-Nov-20,Transfer,360.68,0,"73,172.74"
25-Nov-20,Tax,0,"12,195.46","60,977.28"
26-Nov-20,Bill,35,0,"61,012.28"
26-Nov-20,Commission,0,"10,168.71","50,843.57"
26-Nov-20,Miscellaneous,0,"6,355.45","44,488.12"
26-Nov-20,Interest,0,"8,897.62","35,590.50"
26-Nov-20,ATM,207.2,0,"35,797.70"
26-Nov-20,Purchase,"703,811.00",0,"739,608.70"
26-Nov-20,ATM,0,"105,658.39","633,950.31"
26-Nov-20,Purchase,0,"126,790.06","507,160.25"
26-Nov-20,Transfer,32,0,"507,192.25"
27-Nov-20,Purchase,0,"84,532.04","422,660.21"
27-Nov-20,Cash,0,"211,330.11","211,330.10"
27-Nov-20,ATM,0,"26,416.26","184,913.84"
27-Nov-20,Purchase,6.95,0,"184,920.79"
27-Nov-20,RTGS,0,"184,920.79",0
27-Nov-20,Purchase,"29,772.35",0,"29,772.35"
27-Nov-20,Cheque,0,"29,772.35",0
27-Nov-20,Interest,0.39,0,0.39
27-Nov-20,Miscellaneous,"27,778.43",0,"27,778.82"
27-Nov-20,Tax,"200,454.19",0,"228,233.01"
27-Nov-20,IMPS,0,"114,116.51","114,116.50"
27-Nov-20,Cheque,0,"22,823.30","91,293.20"
27-Nov-20,Cheque,7,0,"91,300.20"
27-Nov-20,ATM,0,"45,650.10","45,650.10"
27-Nov-20,Bill,37.53,0,"45,687.63"
27-Nov-20,IMPS,"34,940.80",0,"80,628.43"
27-Nov-20,ATM,0,"16,125.69","64,502.74"
27-Nov-20,Bill,470.83,0,"64,973.57"
27-Nov-20,NEFT,"194,537.00",0,"259,510.57"
27-Nov-20,Miscellaneous,0,"28,834.51","230,676.06"
27-Nov-20,Debit Card,"2,913.00",0,"233,589.06"
27-Nov-20,Bill,0,"58,397.27","175,191.80"
27-Nov-20,Miscellaneous,5.81,0,"175,197.61"
27-Nov-20,RTGS,"29,947.40",0,"205,145.01"
28-Nov-20,Reversal,63,0,"205,208.01"
28-Nov-20,Debit Card,36.1,0,"205,244.11"
28-Nov-20,NEFT,6,0,"205,250.11"
29-Nov-20,Cash,0,"29,321.44","175,928.67"
29-Nov-20,Commission,"143,275.34",0,"319,204.01"
30-Nov-20,Cash,"1,774.00",0,"320,978.01"
30-Nov-20,Cheque,"755,824.20",0,"1,076,802.21"
30-Nov-20,NEFT,6.5,0,"1,076,808.71"
30-Nov-20,Tax,"261,253.72",0,"1,338,062.43"
30-Nov-20,Bill,"248,414.44",0,"1,586,476.87"
30-Nov-20,Miscellaneous,0,"264,412.81","1,322,064.06"
30-Nov-20,ATM,0,"1,322,064.06",0
30-Nov-20,RTGS,376.73,0,376.73
30-Nov-20,RTGS,"219,693.80",0,"220,070.53"
30-Nov-20,Transfer,0,"31,438.65","188,631.88"
30-Nov-20,Commission,0,"37,726.38","150,905.50"
30-Nov-20,Bill,0,"30,181.10","120,724.40"
30-Nov-20,Bill,0,"20,120.73","100,603.67"
30-Nov-20,Debit Card,0,"100,603.67",0
30-Nov-20,Debit Card,"515,251.00",0,"515,251.00"
30-Nov-20,Commission,54.6,0,"515,305.60"
30-Nov-20,Cheque,1,0,"515,306.60"
30-Nov-20,Cash,"3,707.37",0,"519,013.97"
30-Nov-20,Bill,441,0,"519,454.97"
30-Nov-20,Transfer,0,"74,207.85","445,247.12"
30-Nov-20,Reversal,"1,738.00",0,"446,985.12"
30-Nov-20,Commission,0,"148,995.04","297,990.08"
30-Nov-20,NEFT,0,"33,110.01","264,880.07"
30-Nov-20,Tax,0,"33,110.01","231,770.06"
30-Nov-20,Purchase,16,0,"231,786.06"
30-Nov-20,Commission,53.73,0,"231,839.79"
30-Nov-20,RTGS,0,"115,919.90","115,919.90"
30-Nov-20,IMPS,249,0,"116,168.90"
30-Nov-20,RTGS,"4,064.10",0,"120,233.00"
30-Nov-20,RTGS,"849,669.00",0,"969,902.00"
01-Dec-20,Cheque,"2,415.00",0,"972,317.00"
01-Dec-20,Debit Card,3.35,0,"972,320.35"
01-Dec-20,Purchase,0,"324,106.78","648,213.57"
01-Dec-20,ATM,"659,208.00",0,"1,307,421.57"
02-Dec-20,NEFT,"167,141.20",0,"1,474,562.77"
02-Dec-20,IMPS,0,"737,281.39","737,281.38"
02-Dec-20,Tax,"2,609.00",0,"739,890.38"
02-Dec-20,RTGS,0,"73,989.04","665,901.34"
02-Dec-20,Transfer,0,"110,983.56","554,917.78"
02-Dec-20,Tax,0,"184,972.59","369,945.19"
02-Dec-20,Cheque,"110,328.81",0,"480,274.00"
02-Dec-20,Reversal,29.8,0,"480,303.80"
02-Dec-20,NEFT,7.82,0,"480,311.62"
02-Dec-20,Cheque,387.4,0,"480,699.02"
02-Dec-20,Transfer,0,"160,233.01","320,466.01"
02-Dec-20,Reversal,"3,299.00",0,"323,765.01"
02-Dec-20,Transfer,"10,065.38",0,"333,830.39"
02-Dec-20,Miscellaneous,0,"37,092.27","296,738.12"
02-Dec-20,ATM,0,"59,347.62","237,390.50"
02-Dec-20,ATM,"1,429,844.00",0,"1,667,234.50"
02-Dec-20,Transfer,0,"333,446.90","1,333,787.60"
02-Dec-20,Commission,5,0,"1,333,792.60"
02-Dec-20,IMPS,446,0,"1,334,238.60"
02-Dec-20,Purchase,7,0,"1,334,245.60"
02-Dec-20,Debit Card,0,"222,374.27","1,111,871.33"
02-Dec-20,Interest,490.4,0,"1,112,361.73"
02-Dec-20,RTGS,0,"556,180.87","556,180.86"
02-Dec-20,Reversal,0,"92,696.81","463,484.05"
02-Dec-20,ATM,448,0,"463,932.05"
02-Dec-20,Transfer,"1,452.70",0,"465,384.75"
02-Dec-20,Bill,0,"155,128.25","310,256.50"
02-Dec-20,Miscellaneous,0,"77,564.13","232,692.38"
02-Dec-20,Commission,0,"23,269.24","209,423.14"
02-Dec-20,NEFT,0,"26,177.89","183,245.25"
02-Dec-20,Cash,0,"22,905.66","160,339.59"
03-Dec-20,Reversal,"26,548.00",0,"186,887.59"
03-Dec-20,Commission,6,0,"186,893.59"
03-Dec-20,Cash,424,0,"187,317.59"
03-Dec-20,ATM,0,"62,439.20","124,878.39"
03-Dec-20,Bill,0,"13,875.38","111,003.01"
03-Dec-20,Bill,97.82,0,"111,100.83"
04-Dec-20,Reversal,0,"27,775.21","83,325.62"
04-Dec-20,Transfer,208.38,0,"83,534.00"
04-Dec-20,Cash,0,"20,883.50","62,650.50"
04-Dec-20,Transfer,0,"7,831.31","54,819.19"
04-Dec-20,Debit Card,"100,028.00",0,"154,847.19"
04-Dec-20,Tax,"3,305.00",0,"158,152.19"
04-Dec-20,IMPS,0,"79,076.10","79,076.10"
04-Dec-20,IMPS,0,"11,296.59","67,779.51"
04-Dec-20,ATM,4.86,0,"67,784.37"
04-Dec-20,RTGS,"223,167.00",0,"290,951.37"
04-Dec-20,Reversal,0,"41,564.48","249,386.89"
04-Dec-20,IMPS,375,0,"249,761.89"
04-Dec-20,IMPS,"6,944.00",0,"256,705.89"
04-Dec-20,Tax,0,"128,352.95","128,352.94"
04-Dec-20,ATM,109.9,0,"128,462.84"
04-Dec-20,ATM,0,"16,057.86","112,404.98"
04-Dec-20,Debit Card,0,"56,202.49","56,202.49"
04-Dec-20,Debit Card,"238,729.00",0,"294,931.49"
04-Dec-20,Miscellaneous,0,"36,866.44","258,065.05"
04-Dec-20,Purchase,0,"25,806.51","232,258.54"
04-Dec-20,Purchase,49.2,0,"232,307.74"
04-Dec-20,Cash,5.6,0,"232,313.34"
04-Dec-20,Purchase,155,0,"232,468.34"
04-Dec-20,RTGS,3.6,0,"232,471.94"
04-Dec-20,Reversal,0,"116,235.97","116,235.97"
04-Dec-20,Interest,6,0,"116,241.97"
04-Dec-20,Interest,0,"23,248.39","92,993.58"
04-Dec-20,Purchase,0,"10,332.62","82,660.96"
04-Dec-20,Bill,"24,654.00",0,"107,314.96"
04-Dec-20,Cheque,"571,132.00",0,"678,446.96"
04-Dec-20,Transfer,"3,840.00",0,"682,286.96"
04-Dec-20,Commission,"1,421,573.00",0,"2,103,859.96"
04-Dec-20,Interest,"1,825,257.00",0,"3,929,116.96"
04-Dec-20,Debit Card,0,"654,852.83","3,274,264.13"
04-Dec-20,NEFT,492,0,"3,274,756.13"
04-Dec-20,Bill,0,"327,475.61","2,947,280.52"
04-Dec-20,Cash,"232,699.75",0,"3,179,980.27"
04-Dec-20,NEFT,0,"353,331.14","2,826,649.13"
04-Dec-20,NEFT,0,"314,072.13","2,512,577.00"
04-Dec-20,Transfer,0,"314,072.13","2,198,504.88"
04-Dec-20,Cash,467.5,0,"2,198,972.38"
04-Dec-20,Purchase,0,"2,198,972.38",0
04-Dec-20,Cheque,"2,495.26",0,"2,495.26"
04-Dec-20,NEFT,0,623.82,"1,871.45"
04-Dec-20,IMPS,"11,552.20",0,"13,423.65"
04-Dec-20,Interest,36,0,"13,459.65"
04-Dec-20,RTGS,0,"6,729.83","6,729.82"
04-Dec-20,ATM,0,"2,243.27","4,486.55"
04-Dec-20,Tax,0,"4,486.55",0
04-Dec-20,IMPS,81,0,81
04-Dec-20,Commission,0,81,0
04-Dec-20,Debit Card,"35,911.50",0,"35,911.50"
04-Dec-20,Commission,0,"35,911.50",0
04-Dec-20,Purchase,8,0,8
04-Dec-20,Transfer,0,0.8,7.2
04-Dec-20,Commission,"3,622.08",0,"3,629.28"
